type,stem,options,answer,knowledge,analysis
选择,The degree of risk associated with a decision depends on,"i) the worst possible outcome.
j) the best possible outcome.
k) the number of different possible outcomes.
l) the dispersion of different possible outcomes.",l,"Risk and dispersion, Variance as risk measure",
选择,"If you buy one £1 ticket in a fair lottery in which 1000 tickets are sold, and there is one first prize of £100 and five second prizes of £25, the expected value of your ticket (assuming no ticket can win more than one prize) is","i) £100.
j) £22.50.
k) £0.225.",k,"Expected value of lottery ticket, Probability-weighted payoff",
选择,A risk-lover will,"e) never take an unfair bet.
f) never take a fair bet.
g) always take a fair bet.
h) always take any bet.",h,"Risk preference types, Behavior under uncertainty",
选择,The utility of income curve for a risk-averse person is,"e) concave.
f) a straight line with a positive intercept.
g) a straight line through the origin.
h) convex.",e,"Risk aversion, Utility function shape",
选择,"Your house is worth £250,000 and the chance of its burning down is 1 in 1,250. An actuarially fair insurance premium would be","a) £100.
b) £200.
c) £1,250.
d) £250,000.",b,"Actuarially fair premium, Expected loss calculation",
选择,"Your house is worth £750,000 and the chance of its burning down is 1 in 2,500. An actuarially fair insurance premium would be","a) three times the correct answer to Question 7.
b) twice the correct answer to Question 7.
c) one and a half times the correct answer to Question 7.
d) the same as the correct answer to Question 7.",c,"Scaling actuarially fair premiums, Proportional risk",
选择,"A risk-averse person owns a house worth £250,000 and the chance of its burning down is 1 in 1,250 in any given year. This person would","a) only accept an offer of insurance with an annual premium of £190 or less.
b) only accept an offer of insurance with an annual premium of £200 or less.
c) accept any offer of insurance with an annual premium of £200 or less.
d) certainly reject an offer of insurance with an annual premium of £210.",c,"Risk-averse insurance demand, Willingness to pay for coverage",
选择,Which of the following is not a plausible reason for normally risk-averse people gambling?,"e) They have increasing marginal utilities of income over some range of income.
f) They derive utility from gambling for its own sake.
g) They are badly informed.
h) They are superstitious.",e,"Gambling behavior anomalies, Utility curvature",
选择,The benefit of pooling your risk with that of other people is that,"m) at least if you lose so does everybody else.
n) the chances of you all losing at once are relatively small.
o) the chances of you all gaining at once are larger than the chance that you alone will gain.
p) the amount you may lose is not affected.",n,"Risk pooling, Law of large numbers",
选择,A risk-averse person will,"a) sometimes take an unfair bet.
b) sometimes take a fair bet.
c) sometimes take a better than fair bet.
d) none of the above.",c,"Risk-averse betting behavior, Expected utility maximization",
选择,Risk-pooling is done by,"m) insurance companies.
n) life guards.
o) roulette players.
p) people who do not insure their houses.",m,"Institutional risk pooling, Insurance mechanisms",
选择,Moral hazard refers to,"m) the risk of going to hell if you commit a sin.
n) the tendency to take less care against theft if you are insured against it.
o) the tendency to lie to an insurance company to get a better policy.
p) the problems insurance companies have in deciding whom to insure.",n,"Moral hazard, Post-contractual behavior",
选择,Adverse selection refers to,"m) the tendency of insurance companies to attract the worst risks.
n) the way consumers do not always behave as rational utility-maximizers.
o) the fact that statistically most people back the wrong horse in a race.
p) none of the above.",m,"Adverse selection, Pre-contractual information asymmetry",
选择,A risk-neutral person will,"a) never take an unfair bet.
b) never take a fair bet.
c) always take a fair bet.
d) none of the above.",d,"Risk-neutral behavior, Expected value criterion",
选择,Adverse selection,"e) helps insurance markets to operate more efficiently.
f) may mean that some insurance markets collapse altogether.
g) makes it easier for low-risk individuals to get insurance on favourable terms.
h) has no real effect on insurance markets.",f,"Market failure due to adverse selection, Insurance market sustainability",
选择,The principal benefit of portfolio diversification is to,"m) increase the mean return on a portfolio.
n) increase the variance of the returns on a portfolio.
o) reduce the mean return on a portfolio.
p) reduce the variance of the returns on a portfolio.",p,"Diversification benefit, Risk reduction",
选择,A beta value of 1.2 for a share means that,"e) on average this share will rise by 12 per cent when the stock market as a whole rises 10 per cent.
f) this share will always rise by 12 per cent when the stock market as a whole rises 10 per cent.
g) the mean return on this share is 1.2 times that on the stock market as a whole.
h) a risk-averse investor would always hold 1.2 per cent of their portfolio in this share.",e,"Beta coefficient, Systematic risk sensitivity",
选择,Which of the following can a forward contract not do for a farmer?,"e) Guarantee a fixed price for his crop.
f) Guarantee that all his crop will be sold.
g) Make it easier to plan the future of his business.
h) Give him the proceeds from the crop immediately.",h,"Forward contract limitations, Cash-flow timing",
选择,The holder of a call option has the right to,"e) buy a commodity for a pre-determined minimum price at a some date in the future.
f) buy a commodity for a pre-determined maximum price at a some date in the future.
g) sell a commodity for a pre-determined minimum price at a some date in the future.
h) sell a commodity for a pre-determined maximum price at a some date in the future.",f,"Call option definition, Right to buy",
选择,The holder of a put option has the right to,"m) buy a commodity for a pre-determined minimum price at a some date in the future.
n) buy a commodity for a pre-determined maximum price at a some date in the future.
o) sell a commodity for a pre-determined minimum price at a some date in the future.
p) sell a commodity for a pre-determined maximum price at a some date in the future.",o,"Put option definition, Right to sell",
选择,Diminishing marginal utility of income makes individuals,"m) risk-averse.
n) risk-neutral.
o) risk-loving.
p) risqué.",m,"Diminishing marginal utility, Risk attitude linkage",
选择,"When tossing a fair coin repeatedly,","m) if the coin is tossed six times there is a fifty per cent chance of getting three tails and three heads.
n) if twenty heads have come up in a row then the next toss is almost bound to yield another head.
o) if twenty heads have come up in a row then the next toss is almost bound to yield a tail.
p) none of the above.",p,"Independence of coin tosses, Gambler’s fallacy",
选择,Which of the following types of insurance by the inhabitants of a small town will not be made easier by the existence of risk-pooling?,"m) Burglary
n) Unemployment due to a serious accident
o) Earthquake
p) House fire",o,"Systemic vs idiosyncratic risk, Limits to risk pooling",
选择,In the early years of the twentieth century an important new technology was introduced which made larger-scale production more efficient. This new technology was,"a) the use of steam power.
b) the use of the diesel engine.
c) the use of electric power.
d) the use of plastics.",C,"Technological change and economies of scale, Industrial revolution milestones",
选择,At the end of the twentieth century the increasing use of information and communications technology,"a) encouraged firms to adopt a more hierarchical organization, with many tiers of management.
b) gave small firms the competitive advantage in many activities.
c) required larger office buildings.
d) made mass-production possible.",B,"Impact of ICT on firm structure and competition, Flexible specialization vs mass production",
选择,"When a firm launches a takeover bid for another firm, which of the following is unlikely to happen?","a) The stock market valuation of the target firm will rise in expectation of increased future profits.
b) The stock market valuation of the acquiring firm will rise if the bid is about to succeed.
c) Failure to complete the takeover will nevertheless cost both firms money.
d) The shareholders of the target firm will not benefit.",D,"Takeover process and stock-market reactions, Winners and losers in M&A",
选择,Expectations about the potential profitability of the target firm,"a) are always well-informed.
b) are subject to a wide margin of error.
c) are carefully vetted by the regulatory authorities.
d) are rarely overestimated.",B,"Uncertainty in valuation, Behavioral finance—overconfidence",
选择,The principal-agent problem in a firm may be solved by,"a) demerger.
b) changing shareholders' rights.
c) changing managers' pay and incentive packages.
d) merger with a larger firm.",C,"Principal-agent theory, Executive compensation design",
选择,"In a takeover battle or in any auction, 'the winner's curse' refers to","a) an over-high price paid by the eventual winner in a bidding war.
b) the blight on the prospects for increased profitability cast on the losing firms in a bidding war.
c) the disapproval of the regulatory authorities.
d) the crisis of conscience suffered by the successful bidder.",A,"Auction theory, Winner’s curse phenomenon",
选择,"When a firm is owned by many shareholders, large and small, the risk increases","a) that the management will not be sufficiently specialized.
b) that the principal-agent problem will disappear.
c) that directors will exercise their powers punitively.
d) that the managers' goals will conflict with the shareholders' interests.",D,"Separation of ownership and control, Corporate governance",
选择,"In practice, profit-maximizing firms try to maximize","a) the market value of the firm in the next financial year.
b) the present value of the firm's whole future stream of profits.
c) profits in the previous financial year.
d) the sacrifice of this year's profit in the interests of next year's greater profit.",B,"Present value and inter-temporal profit maximization, Shareholder value",
选择,Linking executive pay to share performance may lead to,"a) the dampening of stock market bubbles.
b) the undervalueing of company assets.
c) a focus on prolonging short-term overvaluation of the firm's shares.
d) the principal-agent problem.",C,"Short-termism induced by stock-based pay, Market myopia",
选择,Because firms make research and development choices under conditions of uncertainty,"a) there is no unique line of behaviour that maximizes expected profits.
b) most firms avoid innovation.
c) the government should fund more research and development.
d) expected profits are not scrutinized when investment decisions are made.",A,"R&D decision under uncertainty, Expected profit maximization",
选择,Collective action,"a) is the sole prerogative of trade unions.
b) is illegal.
c) is consistent with perfect competition.
d) allows sellers to influence prices.",D,"Collusion and price-setting power, Perfect competition vs collective action",
选择,An individual member of a cartel can increase profits,"a) by ignoring output restrictions, so long as other members do not follow suit.
b) by maintaining output restrictions, so long as other members do not follow suit.
c) by ignoring international law.
d) by maintaining a steady price in the face of output restrictions.",A,"Cartel instability—cheating incentive, Game theory—prisoners’ dilemma",
选择,In the 1970s OPEC was,"a) a monopoly supplier of crude oil.
b) a monopoly supplier of petrol.
c) an oligopoly supplier of crude oil.
d) an oligopoly supplier of petrol.",C,"OPEC market structure, Oligopoly vs monopoly",
选择,"During the last three decades of the twentieth century, the effect of long-term market forces meant that OPEC countries had","a) a great increase in income in the 1970s, followed by a gain in market share in the 1980s.
b) declining incomes in the 1980s after increased income in the 1970s.
c) a decrease in income in the 1970s, followed by a gain in market share in the 1980s.
d) a further decline in income in the 1990s.",B,"OPEC revenue history, Demand and supply elasticity over time",
选择,The principal beneficiaries of OPEC actions over the years have been,"a) the non-OPEC oil-producing countries.
b) the non-OPEC petrol-producing countries.
c) the OPEC-member oil-producing countries.
d) the OPEC-member petrol-producing countries.",A,"Free-rider benefits to non-OPEC producers, Cartel externalities",
选择,The world demand for petrol,"a) is perfectly inelastic.
b) is perfectly elastic.
c) is inelastic in the short run.
d) is more inelastic in the long run.",C,"Short-run vs long-run price elasticity of demand for petrol, Energy demand characteristics",
选择,The world demand for oil,"a) is perfectly inelastic.
b) is perfectly elastic.
c) is inelastic in the short run.
d) is more inelastic in the long run.",C,"Short-run inelasticity of oil demand, Elasticity time horizon",
选择,Characteristics of output-restriction schemes include,"a) immense profits in the long run.
b) increasingly docile acceptance of restrictions by members as time passes.
c) increasing difficulty maintaining market power as time passes.
d) increasing difficulties with the World Trade Organisation.",C,"Erosion of cartel discipline over time, Sustainability of collusion",
选择,The fundamental difference between an English auction and a Dutch auction is that,"a) an English auction starts at a low price and a Dutch auction starts at a very high price.
b) an English auction starts at a very high price and a Dutch auction starts at a low price.
c) in an English auction people call out their bids but a Dutch auction involves electronic bidding.
d) higher prices are achieved by a Dutch auction than by an English auction.",A,"English vs Dutch auction formats, Auction price paths",
选择,Open-cry auctions,"a) are more transparent than sealed-bid auctions.
b) require a large number of participants.
c) have a long history in command economies.
d) are often used for issues of government bonds.",A,"Transparency in auction design, Types of auctions",
选择,A 'mixed market' is one in which,"a) the wholesale market has administered prices but the retail market is conducted by auction.
b) both second-hand and new goods are sold.
c) the wholesale market is conducted by auction but the retail market has administered prices.
d) both fresh food and household goods are sold.",C,"Mixed pricing mechanisms, Wholesale vs retail market structures",
选择,The incentive to cheat is a threat to the profitability of,"a) a monopoly.
b) a perfectly competitive market.
c) a privatised industry.
d) cartel members.",D,"Cartel cheating, Internal threats to collusion",
选择,Price wars are a feature of,"a) OPEC.
b) oligopoly.
c) wholesale fish markets.
d) foreign exchange markets.",B,"Price wars in oligopolies, Competitive dynamics",
选择,Which of the following may happen in the market for corporate control?,"a) a merger
b) a friendly makeover
c) a hostile makeover
d) a sell-out",A,"Corporate control transactions, Mergers as market for control",
选择,One reason why OPEC's success is limited is that,"a) the short-run supply of petrol is much more elastic than the long-run supply of petrol.
b) the long-run supply of oil is much less elastic than the short-run supply of oil.
c) the long-run supply of petrol is much less elastic than the short-run supply of petrol.
d) the long-run supply of oil is much more elastic than the short-run supply of oil.",D,"Long-run supply elasticity of oil, Limits to cartel power over time",
选择,"If the Lorenz curve for household incomes in the UK for 2003 lies everywhere above the corresponding curve for 1993, that means that over the period 1993-2003","A. income inequality has lessened.
B. income inequality has increased.
C. the proportion of total income redistributed through the social security system has increased.
D. the number of poor people in the UK has fallen.",A,"Lorenz curve interpretation, income inequality measurement",
选择,The quantity demanded of an input,"A. always falls as its price falls.
B. usually falls as its price falls.
C. always rises as its price falls.
D. usually rises as its price falls.",D,"input demand law, derived demand",
选择,Marginal revenue product is equal to,"A. marginal physical product of the input times the price of the input.
B. marginal physical product of the input times the price of the output.
C. marginal revenue of the input times the quantity of the final good sold.
D. marginal revenue of the output times the quantity of the final good sold.",B,"marginal revenue product definition, MRP = MPP × P_output",
选择,The industry's demand curve for an input is,"A. steeper than the demand curve of a single firm in that industry.
B. flatter than the demand curve of a single firm in that industry.
C. the same as the demand curve of a single firm in that industry.
D. independent of the demand curve of a single firm in that industry.",A,"industry vs firm input demand elasticity, aggregation of input demands",
选择,In the short run,"A. all inputs are variable.
B. some inputs are variable.
C. no inputs are variable.
D. labour is the only variable input.",B,"short-run definition, fixed vs variable inputs",
选择,Which of the following is not one of the four principles of derived demand?,"A. The faster the marginal productivity of an input declines as its use rises, the lower is the elasticity of each firm's demand curve for the input.
B. The greater the ease of substitution between inputs, the more elastic is the demand for each input.
C. The larger the share of an input in the total costs of production, the less elastic is the demand for the input.
D. The elasticity of demand for an input increases as the demand for the outputs to which it contributes increases.",C,"derived demand principles, input demand elasticity determinants",
选择,Which of the following is more or less fixed in any country?,"A. The supply of agricultural land.
B. The supply of fertile land.
C. The supply of land.
D. All of the above.",C,"fixed supply of land, factor endowment",
选择,A rise in the wage rate,"A. will necessarily lead to an increase in labour supply.
B. will necessarily lead to a decrease in labour supply.
C. will lead to an increase in labour supply but only in the short run.
D. will have an indeterminate effect on labour supply.",D,"labour supply ambiguity, income vs substitution effects",
选择,The backward-bending labour supply curve is due to,"A. the shape of individuals' indifference curves between leisure and income.
B. the fact that people's response to a wage rise is just the same at high levels of income as it is at low levels of income.
C. the fact that the income and substitution effects of an increase in the wage rate work in the same direction.
D. None of the above is relevant.",A,"backward-bending supply, leisure-income choice",
选择,"In an economic sense, land is","A. an immobile asset.
B. a highly mobile asset.
C. more mobile once it is developed for industrial use.
D. a fixed cost in the long run.",B,"economic mobility of land, alternative use transferability",
选择,In the UK market for doctors the NHS is likely to,"A. be a monopolist.
B. be a monopsonist.
C. be a price-taker.
D. face an elastic supply.",B,"NHS monopsony power, single dominant buyer",
选择,Reward differentials in the labour market,"A. are never an equilibrium phenomenon.
B. are sometimes a disequilibrium phenomenon.
C. are greater when labour is more mobile.
D. None of the above is correct.",B,"equilibrium vs disequilibrium differentials, compensating differentials",
选择,According to the assumption of the 'maximization of net benefit' the owners of inputs will consider,"A. monetary rewards only.
B. non-monetary rewards only.
C. both monetary and non-monetary rewards.
D. the net pension they will receive, over and above their National Insurance payments.",C,"net benefit maximization, pecuniary and non-pecuniary benefits",
选择,One reason for the persistence of equilibrium differentials in workers' rewards is,"A. that there are intrinsic differences between the workers.
B. that there are required differences between them.
C. the varying monetary benefits of different occupations.
D. equal pay legislation.",A,"equilibrium wage differentials, human-capital heterogeneity",
选择,Economic rent is,"A. the sum of an input's reservation price and its actual earnings.
B. the excess of an input's reservation price over its actual earnings.
C. the excess of an input's actual earnings over its reservation price.
D. the cost of hiring a factory for a year.",C,"economic rent definition, rent = earnings − reservation price",
选择,The proportion of economic rent in the actual earnings of an input,"A. increases as the input's supply curve becomes steeper.
B. decreases as the input's supply curve becomes steeper.
C. is independent of the slope of the supply curve of the input.
D. is independent of the position of the demand curve for the input.",A,"rent share and supply elasticity, steeper supply → higher rent share",
选择,The income effect of a fall in the price of one input will cause,"A. a rise in demand for this input only.
B. a rise in demand for all inputs which co-operate with it in production.
C. a rise in demand for this input and a fall in demand for other inputs which co-operate with it in production.
D. a fall in demand for this input and a rise in demand for other inputs which co-operate with it in production.",B,"income effect on complementary inputs, output expansion raises demand for all cooperant inputs",
选择,The functional distribution of income refers to,"A. the division of income between the rich and the poor.
B. the actual distribution of income.
C. the division of income between the providers of land, labour and capital.
D. none of the above.",C,"functional vs personal income distribution, factor shares",
选择,"If labour accounts for two-thirds of the cost of producing a certain good, then a fifty per cent increase in wage rates will increase total costs of production by","A. one sixth.
B. one third.
C. one half.
D. two thirds.",B,"cost pass-through calculation, 0.667 × 0.50 = 0.333",
选择,"If the proportion of the population with an income between 40 and 60 per cent below the median income has risen, it follows that","A. the distribution of income has become more equal.
B. the distribution of income has not changed.
C. the distribution of income has become less equal.
D. we do not have enough information to say what has happened to the distribution of income.",D,"relative income position ambiguity, median-based inequality measures",
选择,In the short run with only one variable input the firm's demand for that input is negatively sloped due to,"A. decreasing returns to scale.
B. economies of scope.
C. the law of diminishing returns.
D. the law of demand.",C,"diminishing marginal product, downward-sloping MRP curve",
选择,"Bricks and breeze blocks can both be used for constructing the walls of buildings, but only glass is used for windows. It follows that","A. the elasticity of demand for glass will be higher than the elasticity of demand for bricks.
B. the elasticity of demand for breeze blocks will be higher than the elasticity of demand for glass.
C. windows were smaller in the past when glass was cheaper.
D. none of the above is true.",B,"elasticity and input substitutability, narrow vs broad input definition",
选择,Which of the following is not an influence on the supply of labour?,"A. The proportion of the population who are retired.
B. Immigration.
C. Emigration.
D. The amount of overtime available.",D,"labour supply determinants, overtime as demand-side variable",
选择,"If labour accounts for 50 per cent of the total costs of running a factory and raw materials account for a further 25 per cent of total costs, which of the following will have a bigger impact on the total cost of running the factory?","A. A 15 per cent increase in wages (and no increase in electricity prices).
B. A 30 per cent increase in raw materials prices (and no increase in wages).
C. A 10 per cent increase in wages and raw materials prices.
D. None of the above—they will all have the same effect.",B,"cost-share weighted impact, 0.50×0.15 = 7.5 % vs 0.25×0.30 = 7.5 % vs 0.10×0.75 = 7.5 % → all equal",
选择,Which of the following is not a cause of equilibrium wage differentials?,"u) Variations in age.
v) Variations in sex and race.
w) Variations in the type of market in which labour sells its services.
x) Variations in demand due to technical change.",x,"Equilibrium wage differentials, Determinants of wage differences, Labour market equilibrium",
选择,"In a labour market with competitive supply, the marginal worker's wage rate will be","a) higher with a discriminating monopsonist than with a non-discriminating monopsonist.
b) lower with a discriminating monopsonist than with a non-discriminating monopsonist.
c) the same with both a discriminating monopsonist and a non-discriminating monopsonist.
d) the same with a non-discriminating monopsonist as with a competitive labour demand.",a,"Monopsony wage setting, Discriminating vs non-discriminating monopsonist, Marginal worker wage",
选择,Which of the following is not relevant to the incentive arguments in favour of high pay for chief executives of large companies?,"a) The high pay motivates other high-quality workers to work hard and aspire to the top job.
b) High pay is the only motivation left to offer the chief executive.
c) The fact that it may make other employees in the firm jealous.
d) The need to encourage the chief executive to take reasonable risks.",c,"Executive compensation, Incentive alignment, Tournament theory",
选择,Some people who would benefit from acquiring further human capital through education may rationally choose not to do so because,"q) their discount rates are too low.
r) they place a low value on the consumption benefits of education.
s) they wrongly think that education will not benefit them.
t) None of the above is relevant.",r,"Human capital investment, Education decision, Consumption value of education",
选择,Firms' efforts to retain employees who have acquired general human capital while working for them will tend to lead to wage structures which,"q) pay a wage equal to marginal product throughout the worker's employment.
r) pay a wage above marginal product in the early years to encourage the worker to stay with the firm and acquire training.
s) pay a wage below marginal product in the early years and above marginal product in later years.
t) are not related to marginal product.",s,"General human capital, Wage tenure profiles, Retention incentives",
选择,Which of the following is not likely to be a part of general human capital?,"i) Learning how to operate a lathe.
j) Learning how the chain of command operates in your firm.
k) Learning to use the Excel spreadsheet package.
l) Learning how to give a lecture on microeconomic theory.",j,"General vs specific human capital, Firm-specific knowledge, Transferable skills",
选择,Discrimination on the grounds of race or sex in employing people in Profession A will tend to,"m) increase wages in Profession A and reduce them elsewhere.
n) reduce wages in Profession A and increase them elsewhere.
o) increase wages in Profession A but have no effect on wages elsewhere in the economy.
p) increase wages both in Profession A and elsewhere in the economy.",m,"Labour market discrimination, Wage effects of discrimination, Occupational segregation",
选择,"Consider an economy with two types of worker—A and B—and two occupations—Elite and Ordinary. If only Type A workers are allowed to work in occupation Elite, then, relative to a position of no discrimination for Elite jobs, the labour supply curve","i) will shift to the right in the Elite market and to the left in the Ordinary market.
j) will shift to the left in the Elite market and to the right in the Ordinary market.
k) will shift to the left in both markets.
l) will shift to the right in both markets.",j,"Discriminatory barriers, Labour supply shifts, Occupational restrictions",
选择,"In a labour market with competitive supply, the equilibrium level of employment will be","a) lower under discriminating monopsony than with a competitive labour demand.
b) no higher under discriminating monopsony than with a competitive labour demand.
c) the same with both discriminating monopsony and a competitive labour demand.
d) higher under discriminating monopsony than with a competitive labour demand.",b,"Monopsony employment effects, Discriminating monopsony, Employment comparison",
选择,When labour is represented by a single union facing many employers,"u) the union can increase both wages and employment above their competitive levels.
v) the union can increase either wages or employment above their competitive level, but not both.
w) the union cannot achieve the competitive level of employment.
x) the union will always choose to raise the wage rate above the competitive level.",v,"Union objectives, Wage-employment trade-off, Monopoly union model",
选择,A monopoly union facing a monopsonistic employer can,"u) raise wages only as far as the competitive level.
v) raise wages above the competitive level.
w) not raise employment above the competitive level.
x) raise both wages and employment above their competitive levels at the same time.",x,"Bilateral monopoly, Union-monopsony bargaining, Simultaneous wage & employment increases",
选择,Which of the following is unlikely to be an explanation for the very high earnings of modern superstars?,"u) Increases in real wealth over time.
v) A premium paid for being the very best in a particular occupation.
w) A historically low proportion of the population in the age range 20 to 30.
x) The development of satellite television.",w,"Superstar earnings, Winner-take-all markets, Technology & scale effects",
选择,"Other things equal, wage rates are likely to be higher in industries","u) with no significant economies of scale.
v) with many small firms.
w) where government regulations restrict competition.
x) where both (a) and (c) apply.",w,"Industry wage differentials, Regulatory barriers, Competition & wages",
选择,"In a competitive labour market with homogeneous labour, the introduction of an effective comprehensive minimum wage","i) will always reduce equilibrium employment.
j) may reduce equilibrium employment.
k) will not reduce equilibrium employment.
l) may increase equilibrium employment.",i,"Minimum wage in competitive markets, Employment effects, Price floor",
选择,"In a monopsonistic labour market with homogeneous labour, the introduction of an effective comprehensive minimum wage","a) can increase both equilibrium wages and employment.
b) can increase either equilibrium wages or equilibrium employment but not both.
c) can increase both equilibrium wages and employment above their competitive levels.
d) will always reduce employment.",a,"Minimum wage under monopsony, Monopsony correction, Wage & employment increases",
选择,Relational contracts in employment,"i) forbid the employment of close family members of existing employees.
j) set out in detail the relationships between management and workers.
k) set out in general the relationships between management and workers.",k,"Relational contracts, Informal agreements, Employment relationships",
选择,"If the interest rate is 8 per cent then the present value of £5,000 to be received in one year's time is","y) £4,600.
z) £4,630.
aa) £5,000.
bb) £5,400.",z,"Present value calculation, Discounting single future cash-flow",
选择,The net return on capital is the sum of,"y) the pure return on capital plus economic profit minus depreciation.
z) the pure return on capital plus a risk premium plus economic profit.
aa) a risk premium plus economic profit minus depreciation.
bb) the pure return on capital plus a risk premium minus depreciation.",z,"Components of capital return, Risk premium and economic profit",
选择,The profit-maximizing firm will continue to hire capital until,"m) the Marginal Revenue Product of capital equals the price of capital.
n) the Marginal Revenue Product of capital equals the rental price of capital.
o) the Marginal Physical Product of capital equals the price of capital.
p) the Marginal Physical Product of capital equals the rental price of capital.",n,"Optimal capital hiring rule, Marginal Revenue Product vs rental price",
选择,"If the interest rate is 6 per cent then the net present value of a project which requires an investment of £10,000 this year and then yields £3,000 in each of the next four years is","a) +£369.
b) +£395.
c) +£1,214.
d) +£2,000.",b,"NPV of annuity, Discounting multi-year cash-flows",
选择,"If the interest rate is 8 per cent then the net present value of a project which requires an investment of £10,000 this year and then yields £3,000 in each of the next four years is","a) +£64.
b) -£59.
c) -£64.
d) -£2,000.",c,"NPV sensitivity to discount rate, Comparing projects at different rates",
选择,"If capital markets are not perfect, the typical firm will discount its future income flows at","m) the market rate of interest.
n) an internal discount rate which is below the market rate of interest.
o) an internal discount rate which is above the market rate of interest.
p) an internal discount rate which can fluctuate either side of the market rate of interest.",o,"Imperfect capital markets, Internal discount rate vs market rate",
选择,A profit-maximizing firm will continue adding to its capital stock until,"e) the present value of the flow of Marginal Revenue Products conferred by the marginal unit of capital equals the purchase price of that unit.
f) the Marginal Revenue Product conferred by the marginal unit of capital in the next period equals the rental price of that unit.
g) the present value of the flow of Marginal Revenue Products conferred by the average unit of capital equals the purchase price of a unit of capital.
h) there is no further space in its factories.",e,"Optimal capital stock condition, Present value of MRP equals purchase price",
选择,The likely effects of a rise in the rate of interest for a profit-maximizing firm are that,"e) there will be a rise in the firm's desired stock of capital and it will quickly purchase additional capital.
f) there will be a rise in the firm's desired stock of capital but its actual stock of capital will not immediately change.
g) there will be a fall in the firm's desired stock of capital and it will immediately dispose of its oldest machines.
h) there will be a fall in the firm's desired stock of capital but its actual stock of capital will not immediately change.",h,"Interest rate and desired capital stock, Adjustment lags in capital",
选择,In the short run for the economy as a whole,"e) the price of capital goods will change so that the present value of the MRPs equals the purchase price of capital goods when discounted at the equilibrium rate of interest.
f) the MRPs of capital will alter so that when they are discounted at the equilibrium rate of interest they are equal to the purchase price of capital.
g) the equilibrium rate of interest will alter so that the present value of the MRPs will equal the purchase price of capital goods.
h) the rental price of capital will be equal to the equilibrium rate of interest.",f,"Short-run capital market equilibrium, Adjustment via MRP",
选择,"In the long and very long run, —— moves the economy —— a given MRP curve and —— shifts the MRP curve to the ——.","y) the accumulation of capital, down, technical progress, right
z) the accumulation of capital, down, technical progress, left
aa) technical progress, up, the accumulation of capital, left
bb) technical progress, down, the accumulation of capital, right",y,"Capital accumulation and technical progress, Long-run shifts vs movements along MRP",
选择,"If the interest rate is 8 per cent then the present value of £5,000 to be received in three years' time is","a) £3,800.
b) £3,890.
c) £3,969.
d) £5,630.",c,"Discounting over multiple years, Present value formula PV=FV/(1+r)^t",
选择,Which of the following will not affect the profit-maximizing course of action for an oil-producing firm deciding on its optimal extraction plan in a world of fixed and known reserves?,"y) The rate of interest.
z) The current market price.
aa) The price the firm expects to rule next year.
bb) The amount the firm has invested in extraction plant.",bb,"Sunk costs vs relevant costs in extraction, Optimal depletion path",
选择,"If the current price of oil is $20 per barrel, the rate of interest is 5 per cent and next year's oil price is expected to be $25 per barrel, a profit-maximizing oil producer should","y) reduce its production.
z) increase its production.
aa) do either—the firm is indifferent.
bb) There is insufficient information to answer this question.",z,"Hotelling rule application, Price appreciation vs interest rate",
选择,The socially optimal rate of extraction of any non-renewable resource should be such that,"m) the rate of growth of its price is just equal to the producer's internal rate of discount.
n) the rate of growth of its price is just equal to the interest rate.
o) the rate of growth of its output is just equal to the interest rate.
p) the rate of growth of its output is just equal to the rate of growth of the population.",n,"Social optimality condition (Hotelling rule), Price path and interest rate",
选择,"The socially optimal rate of extraction of any non-renewable resource depends on the slope of the curve; in particular, the more the curve, the more the extraction will be.","e) demand, elastic, even
f) demand, elastic, uneven
g) supply, elastic, even
h) supply, elastic, uneven",f,"Demand elasticity and extraction timing, Elastic demand implies more uneven extraction",
选择,Which of the following is not a cause of the price system's failure to produce the optimal rate of resource extraction?,"a) Inadequate property rights.
b) Ignorance on the part of private owners.
c) Competition between many producing firms.
d) A social rate of discount different from the private rate of discount.",c,"Market failure in resource extraction, Competition vs other distortions",
选择,Maintaining a constant price for a non-renewable natural resource will,"m) lead to excessively slow exploitation of the resource.
n) encourage conservation or exploration.
o) lead to a massive adjustment when the resource finally runs out.
p) None of the above.",o,"Price controls on exhaustible resources, Intertemporal misallocation",
选择,Both and are non-renewable resources.,"m) fish, wheat
n) fish, oil
o) coal, wheat
p) coal, oil",p,"Renewable vs non-renewable classification, Coal and oil as exhaustible",
选择,"If the current price of oil is $20 per barrel, the rate of interest is 10 per cent and next year's oil price is expected to be $22 per barrel, a profit-maximizing oil producer should","a) reduce its production.
b) increase its production.
c) do either—the firm is indifferent.
d) There is insufficient information to answer this question.",b,"Hotelling rule with 10% vs 10% appreciation, Price appreciation < interest rate implies sell more now",
选择,The present value of a sum $S$ received at time $t$ with a discount rate $r$ is,"y) increasing in $S$ and decreasing in $r$ and $t$.
z) increasing in $r$ and decreasing in $S$ and $t$.
aa) increasing in $r$ and $S$ and decreasing in $t$.
bb) increasing in $S$ and $t$ and decreasing in $r$.",y,"PV formula comparative statics, PV=S/(1+r)^t",
