type,stem,options,answer,knowledge,analysis
,,"i) the two prisoners are able to communicate with each other.
j) the two prisoners are unable to communicate with each other.
k) the jailer knows which prisoner(s) are guilty.
l) the jailer does not know which prisoner(s) are guilty.",j,,
,,"i) both brand proliferation and advertising.
j) brand proliferation but not advertising, because anybody can advertise.
k) advertising but not brand proliferation, because consumers know that all brands are really the same.
l) neither brand proliferation nor advertising, because consumers will always buy a new product if it is cheaper than existing products.",i,,
,,"a) the costs of laying pipelines and other underground facilities.
b) costs which a firm writes off because the money was wasted.
c) costs which have to be invested before a firm enters a market.
d) costs which cannot be recovered after a firm leaves a market.",d,,
,,"i) any firm can leave or enter freely.
j) there are sunk costs.
k) profits in long-run equilibrium will be positive.
l) none of the above is true.",i,,
,,"a) its own demand and cost conditions only.
b) its own demand and cost conditions plus the potential reactions of other firms.
c) its own cost conditions plus the potential reactions of other firms.
d) its own forecasts for the market plus the potential reactions of other firms.",a,,
,,"a) equal to short-run marginal cost.
b) the same as in the Cournot model.
c) higher than in the Cournot model.
d) equal to the price under monopoly.",a,,
,,"a) no firm can make supernormal profits.
b) any firm can make supernormal profits.
c) marginal revenue will exceed marginal cost for a typical firm.
d) none of the above.",b,,
,,"a) each firm's marginal revenue curve is tangential to its average total cost curve.
b) each firm's marginal revenue curve is tangential to its marginal cost curve.
c) each firm's demand curve is tangential to its marginal cost curve.
d) each firm's demand curve is tangential to its average total cost curve.",d,,
,,"i) the firm is able to plan ahead.
j) unit costs are lower when the firm produces higher quantities of a good.
k) the unit costs of production of several goods are lower when they are all produced by one firm rather than a number of separate firms.
l) the industry involved is an oligopoly.",k,,
,,"i) an equilibrium in which each player's best strategy is to maintain their present behaviour, given the present behaviour of other firms.
j) an equilibrium where each player chooses their strategy to maximize the other players' payoffs, assuming all other players are playing their Nash equilibrium strategies.
k) both of the above.
l) neither of the above.",i,,
,,"i) monopolies generate more innovations than oligopolies.
j) oligopolies generate more innovations than monopolies.
k) perfect competition generates the most innovations.
l) the rate of technical innovation is independent of market structure.",j,,
,,"i) a natural barrier to entry.
j) an artificial barrier to entry.
k) no real barrier to entry.
l) a justification for legislation against monopolies.",i,,
,,"m) 1.
n) 3.
o) 3.5.
p) 21.",o,,
,,"m) 3.5.
n) 12.25.
o) 15.167.
p) 91.",o,,
,,"i) the worst possible outcome.
j) the best possible outcome.
k) the number of different possible outcomes.",k,,
,,"A. £100.
B. £22.50.
C. £0.225.
D. -£0.775.",D,,
,,"A. never take an unfair bet.
B. never take a fair bet.
C. always take a fair bet.
D. always take any bet.",C,,
,,"A. concave.
B. a straight line with a positive intercept.
C. a straight line through the origin.
D. convex.",A,,
,,"A. £100.
B. £200.
C. £1,250.
D. £250,000.",B,,
,,"A. three times the correct answer to Question 7.
B. twice the correct answer to Question 7.
C. one and a half times the correct answer to Question 7.
D. the same as the correct answer to Question 7.",C,,
,,"A. only accept an offer of insurance with an annual premium of £190 or less.
B. only accept an offer of insurance with an annual premium of £200 or less.
C. accept any offer of insurance with an annual premium of £200 or less.
D. certainly reject an offer of insurance with an annual premium of £210.",D,,
,,"A. They have increasing marginal utilities of income over some range of income.
B. They derive utility from gambling for its own sake.
C. They are badly informed.
D. They are superstitious.",A,,
,,"A. at least if you lose so does everybody else.
B. the chances of you all losing at once are relatively small.
C. the chances of you all gaining at once are larger than the chance that you alone will gain.
D. the amount you may lose is not affected.",B,,
,,"A. sometimes take an unfair bet.
B. sometimes take a fair bet.
C. sometimes take a better than fair bet.
D. none of the above.",C,,
,,"A. insurance companies.
B. life guards.
C. roulette players.
D. people who do not insure their houses.",A,,
,,"A. the risk of going to hell if you commit a sin.
B. the tendency to take less care against theft if you are insured against it.
C. the tendency to lie to an insurance company to get a better policy.
D. the problems insurance companies have in deciding whom to insure.",B,,
,,"A. the tendency of insurance companies to attract the worst risks.
B. the way consumers do not always behave as rational utility-maximizers.
C. the fact that statistically most people back the wrong horse in a race.
D. none of the above.",A,,
,,"A. never take an unfair bet.
B. never take a fair bet.
C. always take a fair bet.
D. none of the above.",D,,
,,"A. helps insurance markets to operate more efficiently.
B. may mean that some insurance markets collapse altogether.
C. makes it easier for low-risk individuals to get insurance on favourable terms.
D. has no real effect on insurance markets.",B,,
,,"A. increase the mean return on a portfolio.
B. increase the variance of the returns on a portfolio.
C. reduce the mean return on a portfolio.
D. reduce the variance of the returns on a portfolio.",D,,
,,"A. on average this share will rise by 12 per cent when the stock market as a whole rises 10 per cent.
B. this share will always rise by 12 per cent when the stock market as a whole rises 10 per cent.
C. the mean return on this share is 1.2 times that on the stock market as a whole.
D. a risk-averse investor would always hold 1.2 per cent of their portfolio in this share.",A,,
,,"A. Guarantee a fixed price for his crop.
B. Guarantee that all his crop will be sold.
C. Make it easier to plan the future of his business.
D. Give him the proceeds from the crop immediately.",D,,
,,"A. buy a commodity for a pre-determined minimum price at a some date in the future.
B. buy a commodity for a pre-determined maximum price at a some date in the future.
C. sell a commodity for a pre-determined minimum price at a some date in the future.
D. sell a commodity for a pre-determined maximum price at a some date in the future.",B,,
,,"A. buy a commodity for a pre-determined minimum price at a some date in the future.
B. buy a commodity for a pre-determined maximum price at a some date in the future.
C. sell a commodity for a pre-determined minimum price at a some date in the future.
D. sell a commodity for a pre-determined maximum price at a some date in the future.",C,,
,,"A. risk-averse.
B. risk-neutral.
C. risk-loving.
D. risqué.",A,,
,,"A. if the coin is tossed six times there is a fifty per cent chance of getting three tails and three heads.
B. if twenty heads have come up in a row then the next toss is almost bound to yield another head.
C. if twenty heads have come up in a row then the next toss is almost bound to yield a tail.
D. none of the above.",D,,
,,"A. Burglary
B. Unemployment due to a serious accident
C. Earthquake
D. House fire",C,,
,,"A. the use of steam power.
B. the use of the diesel engine.
C. the use of electric power.
D. the use of plastics.",C,,
,,"A. encouraged firms to adopt a more hierarchical organization, with many tiers of management.
B. gave small firms the competitive advantage in many activities.
C. required larger office buildings.
D. made mass-production possible.",B,,
,,"A. The stock market valuation of the target firm will rise in expectation of increased future profits.
B. The stock market valuation of the acquiring firm will rise if the bid is about to succeed.
C. Failure to complete the takeover will nevertheless cost both firms money.
D. The shareholders of the target firm will not benefit.",D,,
,,"A. are always well-informed.
B. are subject to a wide margin of error.
C. are carefully vetted by the regulatory authorities.
D. are rarely overestimated.",B,,
,,"A. demerger.
B. changing shareholders' rights.
C. changing managers' pay and incentive packages.
D. merger with a larger firm.",C,,
,,"a) demerger.
b) changing shareholders' rights.
c) changing managers' pay and incentive packages.
d) merger with a larger firm.",C,,
,,"a) an over-high price paid by the eventual winner in a bidding war.
b) the blight on the prospects for increased profitability cast on the losing firms in a bidding war.
c) the disapproval of the regulatory authorities.
d) the crisis of conscience suffered by the successful bidder.",A,,
,,"a) that the management will not be sufficiently specialized.
b) that the principal-agent problem will disappear.
c) that directors will exercise their powers punitively.
d) that the managers' goals will conflict with the shareholders' interests.",D,,
,,"a) the market value of the firm in the next financial year.
b) the present value of the firm's whole future stream of profits.
c) profits in the previous financial year.
d) the sacrifice of this year's profit in the interests of next year's greater profit.",B,,
,,"a) the dampening of stock market bubbles.
b) the undervalueing of company assets.
c) a focus on prolonging short-term overvaluation of the firm's shares.
d) the principal-agent problem.",C,,
,,"a) there is no unique line of behaviour that maximizes expected profits.
b) most firms avoid innovation.
c) the government should fund more research and development.
d) expected profits are not scrutinized when investment decisions are made.",A,,
,,"a) is the sole prerogative of trade unions.
b) is illegal.
c) is consistent with perfect competition.
d) allows sellers to influence prices.",D,,
,,"a) by ignoring output restrictions, so long as other members do not follow suit.
b) by maintaining output restrictions, so long as other members do not follow suit.
c) by ignoring international law.
d) by maintaining a steady price in the face of output restrictions.",A,,
,,"a) a monopoly supplier of crude oil.
b) a monopoly supplier of petrol.
c) an oligopoly supplier of crude oil.
d) an oligopoly supplier of petrol.",C,,
,,"a) a great increase in income in the 1970s, followed by a gain in market share in the 1980s.
b) declining incomes in the 1980s after increased income in the 1970s.
c) a decrease in income in the 1970s, followed by a gain in market share in the 1980s.
d) a further decline in income in the 1990s.",B,,
,,"a) the non-OPEC oil-producing countries.
b) the non-OPEC petrol-producing countries.
c) the OPEC-member oil-producing countries.
d) the OPEC-member petrol-producing countries.",A,,
,,"a) is perfectly inelastic.
b) is perfectly elastic.
c) is inelastic in the short run.
d) is more inelastic in the long run.",C,,
,,"a) is perfectly inelastic.
b) is perfectly elastic.
c) is inelastic in the short run.
d) is more inelastic in the long run.",C,,
,,"a) immense profits in the long run.
b) increasingly docile acceptance of restrictions by members as time passes.
c) increasing difficulty maintaining market power as time passes.
d) increasing difficulties with the World Trade Organisation.",C,,
,,"a) an English auction starts at a low price and a Dutch auction starts at a very high price.
b) an English auction starts at a very high price and a Dutch auction starts at a low price.
c) in an English auction people call out their bids but a Dutch auction involves electronic bidding.
d) higher prices are achieved by a Dutch auction than by an English auction.",A,,
,,"a) are more transparent than sealed-bid auctions.
b) require a large number of participants.
c) have a long history in command economies.
d) are often used for issues of government bonds.",A,,
,,"a) the wholesale market has administered prices but the retail market is conducted by auction.
b) both second-hand and new goods are sold.
c) the wholesale market is conducted by auction but the retail market has administered prices.
d) both fresh food and household goods are sold.",C,,
,,"a) a monopoly.
b) a perfectly competitive market.
c) a privatised industry.
d) cartel members.",D,,
,,"a) OPEC.
b) oligopoly.
c) wholesale fish markets.
d) foreign exchange markets.",B,,
,,"a) a merger
b) a friendly makeover
c) a hostile makeover
d) a sell-out",A,,
,,"a) the short-run supply of petrol is much more elastic than the long-run supply of petrol.
b) the long-run supply of oil is much less elastic than the short-run supply of oil.
c) the long-run supply of petrol is much less elastic than the short-run supply of petrol.
d) the long-run supply of oil is much more elastic than the short-run supply of oil.",D,,
,,"a) the short-run supply of petrol is much more elastic than the long-run supply of petrol.
b) the long-run supply of oil is much less elastic than the short-run supply of oil.
c) the long-run supply of petrol is much less elastic than the short-run supply of petrol.
d) the long-run supply of oil is much more elastic than the short-run supply of oil.",d,,
,,"q) income inequality has lessened.
r) income inequality has increased.
s) the proportion of total income redistributed through the social security system has increased.
t) the number of poor people in the UK has fallen.",q,,
,,"q) always falls as its price falls.
r) usually falls as its price falls.
s) always rises as its price falls.
t) usually rises as its price falls.",s,,
,,"m) marginal physical product of the input times the price of the input.
n) marginal physical product of the input times the price of the output.
o) marginal revenue of the input times the quantity of the final good sold.
p) marginal revenue of the output times the quantity of the final good sold.",n,,
,,"m) steeper than the demand curve of a single firm in that industry.
n) flatter than the demand curve of a single firm in that industry.
o) the same as the demand curve of a single firm in that industry.
p) independent of the demand curve of a single firm in that industry.",m,,
,,"a) all inputs are variable.
b) some inputs are variable.
c) no inputs are variable.
d) labour is the only variable input.",b,,
,,"i) The faster the marginal productivity of an input declines as its use rises, the lower is the elasticity of each firm's demand curve for the input.
j) The greater the ease of substitution between inputs, the more elastic is the demand for each input.
k) The larger the share of an input in the total costs of production, the less elastic is the demand for the input.
l) The elasticity of demand for an input increases as the demand for the outputs to which it contributes increases.",k,,
,,"e) The supply of agricultural land.
f) The supply of fertile land.
g) The supply of land.
h) All of the above.",g,,
,,"e) will necessarily lead to an increase in labour supply.
f) will necessarily lead to a decrease in labour supply.
g) will lead to an increase in labour supply but only in the short run.
h) will have an indeterminate effect on labour supply.",h,,
,,"i) the shape of individuals' indifference curves between leisure and income.
j) the fact that people's response to a wage rise is just the same at high levels of income as it is at low levels of income.
k) the fact that the income and substitution effects of an increase in the wage rate work in the same direction.
l) None of the above is relevant.",i,,
,,"a) an immobile asset.
b) a highly mobile asset.
c) more mobile once it is developed for industrial use.
d) a fixed cost in the long run.",b,,
,,"e) be a monopolist.
f) be a monopsonist.
g) be a price-taker.
h) face an elastic supply.",f,,
,,"e) are never an equilibrium phenomenon.
f) are sometimes a disequilibrium phenomenon.
g) are greater when labour is more mobile.
h) None of the above is correct.",f,,
,,"i) monetary rewards only.
j) non-monetary rewards only.
k) both monetary and non-monetary rewards.
l) the net pension they will receive, over and above their National Insurance payments.",k,,
,,"q) that there are intrinsic differences between the workers.
r) that there are required differences between them.
s) the varying monetary benefits of different occupations.
t) equal pay legislation.",q,,
,,"q) the sum of an input's reservation price and its actual earnings.
r) the excess of an input's reservation price over its actual earnings.
s) the excess of an input's actual earnings over its reservation price.
t) the cost of hiring a factory for a year.",s,,
,,"q) increases as the input's supply curve becomes steeper.
r) decreases as the input's supply curve becomes steeper.
s) is independent of the slope of the supply curve of the input.
t) is independent of the position of the demand curve for the input.",q,,
,,"q) a rise in demand for this input only.
r) a rise in demand for all inputs which co-operate with it in production.
s) a rise in demand for this input and a fall in demand for other inputs which co-operate with it in production.
t) a fall in demand for this input and a rise in demand for other inputs which co-operate with it in production.",r,,
,,"q) the division of income between the rich and the poor.
r) the actual distribution of income.
s) the division of income between the providers of land, labour and capital.
t) none of the above.",s,,
,,"i) one sixth.
j) one third.
k) one half.
l) two thirds.",j,,
,,"q) the distribution of income has become more equal.
r) the distribution of income has not changed.
s) the distribution of income has become less equal.
t) we do not have enough information to say what has happened to the distribution of income.",t,,
,,"i) decreasing returns to scale.
j) economies of scope.
k) the law of diminishing returns.
l) the law of demand.",k,,
,,"q) the elasticity of demand for glass will be higher than the elasticity of demand for bricks.
r) the elasticity of demand for breeze blocks will be higher than the elasticity of demand for glass.
s) windows were smaller in the past when glass was cheaper.
t) none of the above is true.",r,,
,,"q) The proportion of the population who are retired.
r) Immigration.
s) Emigration.
t) The amount of overtime available.",t,,
,,"a) A 15 per cent increase in wages (and no increase in electricity prices).
b) A 30 per cent increase in raw materials prices (and no increase in wages).
c) A 10 per cent increase in wages and raw materials prices.
d) None of the above—they will all have the same effect.",d,,
,,"u) Variations in age.
v) Variations in sex and race.
w) Variations in the type of market in which labour sells its services.
x) Variations in demand due to technical change.",x,,
,,"a) higher with a discriminating monopsonist than with a non-discriminating monopsonist.
b) lower with a discriminating monopsonist than with a non-discriminating monopsonist.
c) the same with both a discriminating monopsonist and a non-discriminating monopsonist.
d) the same with a non-discriminating monopsonist as with a competitive labour demand.",a,,
,,"a) The high pay motivates other high-quality workers to work hard and aspire to the top job.
b) High pay is the only motivation left to offer the chief executive.
c) The fact that it may make other employees in the firm jealous.
d) The need to encourage the chief executive to take reasonable risks.",c,,
,,"q) their discount rates are too low.
r) they place a low value on the consumption benefits of education.
s) they wrongly think that education will not benefit them.
t) None of the above is relevant.",r,,
,,"q) pay a wage equal to marginal product throughout the worker's employment.
r) pay a wage above marginal product in the early years to encourage the worker to stay with the firm and acquire training.
s) pay a wage below marginal product in the early years and above marginal product in later years.
t) are not related to marginal product.",s,,
,,"i) Learning how to operate a lathe.
j) Learning how the chain of command operates in your firm.
k) Learning to use the Excel spreadsheet package.
l) Learning how to give a lecture on microeconomic theory.",j,,
,,"m) increase wages in Profession A and reduce them elsewhere.
n) reduce wages in Profession A and increase them elsewhere.
o) increase wages in Profession A but have no effect on wages elsewhere in the economy.
p) increase wages both in Profession A and elsewhere in the economy.",m,,
,,"i) will shift to the right in the Elite market and to the left in the Ordinary market.
j) will shift to the left in the Elite market and to the right in the Ordinary market.
k) will shift to the left in both markets.
l) will shift to the right in both markets.",j,,
,,"a) lower under discriminating monopsony than with a competitive labour demand.
b) no higher under discriminating monopsony than with a competitive labour demand.
c) the same with both discriminating monopsony and a competitive labour demand.
d) higher under discriminating monopsony than with a competitive labour demand.",b,,
,,"u) the union can increase both wages and employment above their competitive levels.
v) the union can increase either wages or employment above their competitive level, but not both.
w) the union cannot achieve the competitive level of employment.
x) the union will always choose to raise the wage rate above the competitive level.",v,,
,,"u) raise wages only as far as the competitive level.
v) raise wages above the competitive level.
w) not raise employment above the competitive level.
x) raise both wages and employment above their competitive levels at the same time.",v,,
,,"u) Increases in real wealth over time.
v) A premium paid for being the very best in a particular occupation.
w) A historically low proportion of the population in the age range 20 to 30.
x) The development of satellite television.",w,,
,,"u) with no significant economies of scale.
v) with many small firms.
w) where government regulations restrict competition.
x) where both (a) and (c) apply.",w,,
,,"i) will always reduce equilibrium employment.
j) may reduce equilibrium employment.
k) will not reduce equilibrium employment.
l) may increase equilibrium employment.",i,,
,,"a) can increase both equilibrium wages and employment.
b) can increase either equilibrium wages or equilibrium employment but not both.
c) can increase both equilibrium wages and employment above their competitive levels.
d) will always reduce employment.",a,,
,,"i) forbid the employment of close family members of existing employees.
j) set out in detail the relationships between management and workers.
k) set out in general the relationships between management and workers.
l) set out in detail what managers expect of employees, but not vice versa.",l,,
,,"i) wages which equate the supply and demand of labour.
j) wages which yield the best combination of price and quality of worker.
k) wages which reflect the efficiency of the firm.
l) wages which generate exactly the right number of applications when the firm has vacancies.",j,,
,,"A. £4,600.
B. £4,630.
C. £5,000.
D. £5,400.",B,,
,,"A. the pure return on capital plus economic profit minus depreciation.
B. the pure return on capital plus a risk premium plus economic profit.
C. a risk premium plus economic profit minus depreciation.
D. the pure return on capital plus a risk premium minus depreciation.",B,,
,,"A. the Marginal Revenue Product of capital equals the price of capital.
B. the Marginal Revenue Product of capital equals the rental price of capital.
C. the Marginal Physical Product of capital equals the price of capital.
D. the Marginal Physical Product of capital equals the rental price of capital.",B,,
,,"A. +£369.
B. +£395.
C. +£1,214.
D. +£2,000.",B,,
,,"A. +£64.
B. -£59.
C. -£64.
D. -£2,000.",C,,
,,"A. the market rate of interest.
B. an internal discount rate which is below the market rate of interest.
C. an internal discount rate which is above the market rate of interest.
D. an internal discount rate which can fluctuate either side of the market rate of interest.",C,,
,,"A. the present value of the flow of Marginal Revenue Products conferred by the marginal unit of capital equals the purchase price of that unit.
B. the Marginal Revenue Product conferred by the marginal unit of capital in the next period equals the rental price of that unit.
C. the present value of the flow of Marginal Revenue Products conferred by the average unit of capital equals the purchase price of a unit of capital.
D. there is no further space in its factories.",A,,
,,"A. there will be a rise in the firm's desired stock of capital and it will quickly purchase additional capital.
B. there will be a rise in the firm's desired stock of capital but its actual stock of capital will not immediately change.
C. there will be a fall in the firm's desired stock of capital and it will immediately dispose of its oldest machines.
D. there will be a fall in the firm's desired stock of capital but its actual stock of capital will not immediately change.",D,,
,,"A. the price of capital goods will change so that the present value of the MRPs equals the purchase price of capital goods when discounted at the equilibrium rate of interest.
B. the MRPs of capital will alter so that when they are discounted at the equilibrium rate of interest they are equal to the purchase price of capital.
C. the equilibrium rate of interest will alter so that the present value of the MRPs will equal the purchase price of capital goods.
D. the rental price of capital will be equal to the equilibrium rate of interest.",C,,
,,"A. the accumulation of capital, down, technical progress, right
B. the accumulation of capital, down, technical progress, left
C. technical progress, up, the accumulation of capital, left
D. technical progress, down, the accumulation of capital, right",A,,
,,"A. £3,800.
B. £3,890.
C. £3,969.
D. £5,630.",C,,
,,"A. The rate of interest.
B. The current market price.
C. The price the firm expects to rule next year.
D. The amount the firm has invested in extraction plant.",D,,
,,"A. reduce its production.
B. increase its production.
C. do either—the firm is indifferent.
D. There is insufficient information to answer this question.",A,,
,,"A. the rate of growth of its price is just equal to the producer's internal rate of discount.
B. the rate of growth of its price is just equal to the interest rate.
C. the rate of growth of its output is just equal to the interest rate.
D. the rate of growth of its output is just equal to the rate of growth of the population.",B,,
,,"A. demand, elastic, even
B. demand, elastic, uneven
C. supply, elastic, even
D. supply, elastic, uneven",B,,
,,"A. Inadequate property rights.
B. Ignorance on the part of private owners.
C. Competition between many producing firms.
D. A social rate of discount different from the private rate of discount.",C,,
,,"A. lead to excessively slow exploitation of the resource.
B. encourage conservation or exploration.
C. lead to a massive adjustment when the resource finally runs out.
D. None of the above.",D,,
,,"A. fish, wheat
B. fish, oil
C. coal, wheat
D. coal, oil",D,,
,,"A. reduce its production.
B. increase its production.
C. do either—the firm is indifferent.
D. There is insufficient information to answer this question.",C,,
,,"A. increasing in $S$ and decreasing in $r$ and $t$.
B. increasing in $r$ and decreasing in $S$ and $t$.
C. increasing in $r$ and $S$ and decreasing in $t$.
D. increasing in $S$ and $t$ and decreasing in $r$.",A,,
,,"A. the current level of demand.
B. the number of producers.
C. the resource's scarcity relative to current demand.
D. the expected future rate of growth of demand for the resource.",C,,
,,"A. zero—that is, the price profile will become flat.
B. lower than it would be without the uncertainty, but still positive.
C. the same as it would be without the uncertainty.
D. higher than it would be without the uncertainty.",D,,
,,"A. extraction industries naturally decline when they run out of reserves.
B. non-price factors may be important in determining the pattern of extraction.
C. government ownership is not suited to primary industries.
D. none of the above is true.",B,,
,,"e) the future net income provided by another unit of capital in any period exceeds its rental price in that period.
f) the present value of the stream of future net incomes provided by another unit of capital exceeds its rental price.
g) the present value of the stream of future net incomes provided by another unit of capital exceeds its purchase price.
h) the firm expects demand to grow in future.",g,,
,,"a) £625.
b) £5,000.
c) £50,000.
d) £62,500.",d,,
,,"i) reduce problems of adverse selection of workers by firms.
j) increase problems of moral hazard on the part of workers.
k) encourage inefficient workers to leave their jobs.
l) Both (b) and (c) are true.",i) reduce problems of adverse selection of workers by firms.,,
,,"u) by which firms select the sort of workers they want.
v) by which potential employees indicate what sort of workers they are.
w) by which the firm's head office communicates with its branches and warehouses.
x) by which railway accidents are avoided.",v) by which potential employees indicate what sort of workers they are.,,
,,"u) a firm and its employees.
v) an industry and the people who work in it.
w) a firm and its long-term employees.
x) the long-term employees of a firm.",w) a firm and its long-term employees.,,
,,"q) The need for extensive on-the-job learning.
r) The desire of firms to attract and keep good workers.
s) The need for long-term planning by senior staff.
t) The fact that it may be difficult to measure the marginal productivities of new employees accurately.",t) The fact that it may be difficult to measure the marginal productivities of new employees accurately.,,
,,"a) There is no need for management decisions about promotion.
b) Determining promotions needs only limited information.
c) Pay negotiation with individual workers is avoided.
d) Problems of asymmetric information within the firm are reduced.",a) There is no need for management decisions about promotion.,,
,,"cc) increases proportionally as the size of the city increases.
dd) increases proportionally to the square root of the size of the city.
ee) decreases proportionally as the size of the city increases.
ff) is unaffected by the size of the city.",cc) increases proportionally as the size of the city increases.,,
,,"cc) governments are in a position to set the rates themselves.
dd) the perceived risk to the lender is very low.
ee) loans to governments are tax-free.
ff) the government borrows over very long time periods.",dd) the perceived risk to the lender is very low.,,
,,"u) a shop which has gone out of business.
v) a shop where only registered customers are allowed to buy.
w) a place of work where employees have to spend their wages in a company shop.
x) a place of work where union membership is compulsory for all workers.",x) a place of work where union membership is compulsory for all workers.,,
,,"u) a high proportion of their previous earnings was economic rent.
v) only a small proportion of their previous earnings was economic rent.
w) they had lost their previous skills.
x) motor car production required different but equally specific skills.",u) a high proportion of their previous earnings was economic rent.,,
,,"m) always give rise to an economic rent.
n) sometimes give rise to an economic rent.
o) never give rise to an economic rent.
p) always require you to pay an economic rent.",n) sometimes give rise to an economic rent.,,
,,"i) speed the spread of a valuable new invention.
j) do nothing to protect the patent owner.
k) increase the risk in undertaking research and development.
l) do none of the above.",j) do nothing to protect the patent owner.,,
,,"i) no-one can enter the taxi trade.
j) existing taxi-owners will lose money if they leave the taxi trade.
k) entrants to the taxi trade make supernormal profits.
l) None of the above will happen.",l) None of the above will happen.,,
,,"e) Mass consumption.
f) Mass number.
g) Mass production.
h) Mass spectrometer.",g) Mass production.,,
,,"i) Information and Communication Technology.
j) Information and Computer Technology.
k) Industrial and Computer Technology.",i) Information and Communication Technology.,,
,,"m) decreasing, constant
n) constant, increasing
o) increasing, constant
p) decreasing, increasing",o,,
,,"u) the marginal physical product of each input and that input's price.
v) the marginal revenue product of each input and that input's price.
w) the marginal revenue of each output and the relevant input's price.
x) the marginal physical product of each input and the quantity of output.",v,,
,,"cc) rise, fall
dd) fall, rise
ee) rise, stay roughly constant
ff) stay roughly constant, fall",cc,,
,,"cc) over-estimated population growth.
dd) under-estimated climate change.
ee) under-estimated technical progress.
ff) over-estimated future incomes.",ee,,
,,"cc) fall initially but then rise back to its previous level over a few years.
dd) stay much the same.
ee) rise initially but then fall back to its previous level over a few years.
ff) rise initially and remain higher.",ff,,
,,"y) helpful to sales but of no real tradable value.
z) a figment of marketers' and advertisers' imaginations.
aa) a precious capital asset which can be reasonably accurately valued.
bb) valuable in principle but impossible to value at all accurately in practice.",aa,,
,,"m) 'creative construction'.
n) 'destructive creation'.
o) 'creative destruction'.
p) 'instructive creation'.",o,,
,,"u) age and education.
v) age and timidity.
w) timidity and education.
x) income and education.",v,,
,,"i) Bronze
j) Iron
k) Plastic
l) Plasticene",l,,
,,"m) is another word for 'hysteria'.
n) relates to persistence or irreversibility of effects.
o) describes short-term or cyclical effects.
p) refers to historic patterns which repeat themselves at long intervals.",n,,
,,"i) The development of 'smart' buildings.
j) Email.
k) Distance education.
l) The introduction of robots in car factories.",l,,
,,"m) network internalities.
n) barriers to entry.
o) diseconomies of scale.
p) none of the above.",n,,
,,"cc) are a major contributor to excess production of wheat and other cereals.
dd) pay farmers not to use all their land for production.
ee) are a way of tackling the problem of over-fishing in EU waters.
ff) are a means of assisting the poorer peripheral areas of the EU.",dd,,
,,"cc) supply factors.
dd) demand factors.
ee) both supply and demand factors.
ff) purely geographical factors.",ee,,
,,"y) wages do not move sufficiently rapidly.
z) demand does not move sufficiently rapidly.
aa) capital is immobile.
bb) None of the above is relevant.",y,,
,,"A. All firms producing the same product should have the same marginal cost.
B. Production should be on the economy's production-possibility boundary.
C. It should be possible to produce more of one product without producing less of another product.
D. Every firm should produce any given output at the lowest possible cost.",C,,
,,"A. The marginal cost of producing each good should be equal to its market price.
B. It should be possible to move from one point on the production-possibility boundary to another while making at least one person better off.
C. It should not be possible to reallocate resources from their current use to make at least one person better off.
D. Changing the allocation of resources involves moving from one point on the production-possibility boundary to another.",B,,
,,"A. producers' surplus would be equal to consumers' surplus.
B. marginal cost would equal price even when some firms are productively inefficient.
C. producers' surplus would be less than consumers' surplus.
D. marginal cost would equal price in all lines of production.",D,,
,,"A. price will exceed marginal cost in equilibrium.
B. price will equal marginal cost in equilibrium.
C. price will be less than marginal cost in equilibrium.
D. allocative efficiency is achieved.",A,,
,,"A. the existence of common property resources
B. the existence of public goods
C. the existence of externalities
D. the existence of perfect knowledge of prices",D,,
,,"A. the existence of homogeneous goods.
B. well-defined property rights.
C. decentralization of power.
D. substantial monopoly power.",D,,
,,"A. an online catalogue
B. a telephone
C. a bowl of raspberries
D. an office stapler",A,,
,,"A. farmed salmon
B. Icelandic cod
C. Atlantic tuna
D. tinned salmon",C,,
,,"A. the library copy of The Economist
B. the BBC World Service
C. road signs
D. the shipping forecast on long-wave radio",A,,
,,"A. an example of market failure.
B. a seventeenth century play.
C. exemplified by the Newfoundland cod fishery.
D. any of the above.",B,,
,,"A. Exclusivity
B. Excludability
C. Secrecy
D. Anonymity",B,,
,,"A. the marginal revenue of the last user equals the value of the marginal addition to total cost.
B. the marginal cost of the last user is less than the value of the marginal addition to total output.
C. the marginal revenue of the last user is greater than the value of the marginal addition to total cost.
D. the marginal cost of the last user equals the value of the marginal addition to total output.",D,,
,,"A. typically rises and the former users typically benefit from access.
B. typically rises but the former users typically suffer some losses.
C. typically falls but the former users typically benefit from access.
D. typically falls and the former users typically suffer some losses.",B,,
,,"A. solve the problem of overexploitation of fish stocks in member countries' territorial waters.
B. set annual total allowable catches for all main fish species.
C. cause disagreement between member states.
D. allocate catch quotas to each member country.",A,,
,,"A. covering the costs of public goods out of tax revenue.
B. subsidizing the costs of some private goods out of tax revenue.
C. reducing the costs of public goods by giving vouchers.
D. prosecuting all offenders.",A,,
,,"A. vaccination
B. taking young children on long-distance flights
C. driving to work
D. All of the above generate an externality.",D,,
,,"A. social marginal benefit is enjoyed by all.
B. social marginal cost equals social marginal benefit.
C. social marginal cost is less than social marginal benefit.
D. social marginal cost is eliminated.",B,,
,,"A. with positive externalities needs to be discouraged and the production of those with negative externalities encouraged.
B. with positive externalities needs to be regulated and the production of those with negative externalities deregulated.
C. with positive externalities needs to be deregulated and the production of those with negative externalities regulated.
D. with positive externalities needs to be encouraged and the production of those with negative externalities discouraged.",D,,
